Entity,Source,compound_id,data_source,compound_id_short
Compound::DB01033,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01033,DrugBank,
Compound::DB01034,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01034,DrugBank,
Compound::DB01035,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01035,DrugBank,
Compound::DB01036,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01036,DrugBank,
Compound::DB01037,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [IntAct] https://www.ebi.ac.uk/intact/,DB01037,DrugBank,
Compound::DB01038,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01038,DrugBank,
Compound::DB01039,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01039,DrugBank,
Compound::DB01041,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01041,DrugBank,
Compound::DB01042,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01042,DrugBank,
Compound::DB01043,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01043,DrugBank,
Compound::DB01044,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01044,DrugBank,
Compound::DB01045,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01045,DrugBank,
Compound::DB01046,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/,DB01046,DrugBank,
Compound::DB01047,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01047,DrugBank,
Compound::DB01048,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01048,DrugBank,
Compound::DB01049,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01049,DrugBank,
Compound::DB01050,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01050,DrugBank,
Compound::DB01051,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01051,DrugBank,
Compound::DB01053,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01053,DrugBank,
Compound::DB01054,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01054,DrugBank,
Compound::DB01055,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01055,DrugBank,
Compound::DB01056,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01056,DrugBank,
Compound::DB01057,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01057,DrugBank,
Compound::DB01058,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01058,DrugBank,
Compound::DB01059,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01059,DrugBank,
Compound::DB01060,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01060,DrugBank,
Compound::DB01061,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01061,DrugBank,
Compound::DB01062,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01062,DrugBank,
Compound::DB01063,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01063,DrugBank,
Compound::DB01064,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01064,DrugBank,
Compound::DB01065,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01065,DrugBank,
Compound::DB01066,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01066,DrugBank,
Compound::DB01067,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01067,DrugBank,
Compound::DB01068,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01068,DrugBank,
Compound::DB01069,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01069,DrugBank,
Compound::DB01070,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01070,DrugBank,
Compound::DB01071,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01071,DrugBank,
Compound::DB01072,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01072,DrugBank,
Compound::DB01073,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01073,DrugBank,
Compound::DB01074,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01074,DrugBank,
Compound::DB01075,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01075,DrugBank,
Compound::DB01076,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01076,DrugBank,
Compound::DB01077,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01077,DrugBank,
Compound::DB01078,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01078,DrugBank,
Compound::DB01079,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01079,DrugBank,
Compound::DB01080,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01080,DrugBank,
Compound::DB01081,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01081,DrugBank,
Compound::DB01082,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01082,DrugBank,
Compound::DB01083,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01083,DrugBank,
Compound::DB01084,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01084,DrugBank,
Compound::DB01085,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01085,DrugBank,
Compound::DB01086,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01086,DrugBank,
Compound::DB01087,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01087,DrugBank,
Compound::DB01088,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [IntAct] https://www.ebi.ac.uk/intact/,DB01088,DrugBank,
Compound::DB01089,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01089,DrugBank,
Compound::DB01090,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01090,DrugBank,
Compound::DB01091,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01091,DrugBank,
Compound::DB01092,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [IntAct] https://www.ebi.ac.uk/intact/,DB01092,DrugBank,
Compound::DB01093,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01093,DrugBank,
Compound::DB01094,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01094,DrugBank,
Compound::DB01095,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01095,DrugBank,
Compound::DB01096,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01096,DrugBank,
Compound::DB01097,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/,DB01097,DrugBank,
Compound::DB01098,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01098,DrugBank,
Compound::DB01099,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01099,DrugBank,
Compound::DB01100,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01100,DrugBank,
Compound::DB01101,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01101,DrugBank,
Compound::DB01102,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01102,DrugBank,
Compound::DB01103,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01103,DrugBank,
Compound::DB01104,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01104,DrugBank,
Compound::DB01105,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01105,DrugBank,
Compound::DB01106,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01106,DrugBank,
Compound::DB01107,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01107,DrugBank,
Compound::DB01108,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01108,DrugBank,
Compound::DB01109,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01109,DrugBank,
Compound::DB01110,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01110,DrugBank,
Compound::DB01111,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01111,DrugBank,
Compound::DB01112,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01112,DrugBank,
Compound::DB01113,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01113,DrugBank,
Compound::DB01114,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB01114,DrugBank,
Compound::DB01115,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01115,DrugBank,
Compound::DB01116,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01116,DrugBank,
Compound::DB01117,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB01117,DrugBank,
Compound::DB01118,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB01118,DrugBank,
